,alias,categories,id,image_url,name,price,rating,review_count,transactions,url,long,lat,geometry,neighbourhood,price_int,chain,store_add1,store_add2,store_add3,store_zip_code
10,starbucks-santa-fe-springs-9,['coffee'],IhRo92IXYIBFZkaFC_KNKw,https://s3-media2.fl.yelpcdn.com/bphoto/aEz20t_-gE1W5yVEbx2JXg/o.jpg,Starbucks,$$,3.0,102,[],https://www.yelp.com/biz/starbucks-santa-fe-springs-9?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.086607,33.947191,POINT (-118.086607 33.947191),Santa Fe Springs,2.0,True,11570 East Telegraph Rd,,,90670
11,homestyle-donuts-santa-fe-springs-2,"['coffee', 'donuts', 'bagels']",W8DsqoMV_sZg5byBnS7i6Q,https://s3-media3.fl.yelpcdn.com/bphoto/DSIlh8dIRjuqgs7GVLqQpw/o.jpg,Homestyle Donuts,$,4.0,25,[],https://www.yelp.com/biz/homestyle-donuts-santa-fe-springs-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.0895904,33.9490192,POINT (-118.0895904 33.9490192),Santa Fe Springs,1.0,False,11425 E Telegraph Rd,,,90670
12,don-panchos-bakery-santa-fe-springs,"['bakeries', 'coffee', 'desserts']",h6ZrKU3g2FtBxux6i0Nmwg,https://s3-media2.fl.yelpcdn.com/bphoto/ax_4gs5FQ91ylXHbFn4wzw/o.jpg,Don Pancho's Bakery,$,4.0,32,[],https://www.yelp.com/biz/don-panchos-bakery-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.08942067394501,33.947993944248,POINT (-118.089420673945 33.947993944248),Santa Fe Springs,1.0,False,11456 Telegraph Rd,,,90670
13,donuts-and-more-santa-fe-springs,"['donuts', 'coffee']",pXkbzgIERbF4WQTp_kjqog,https://s3-media2.fl.yelpcdn.com/bphoto/5rbBtRPu_zbBCO7LxlH2HQ/o.jpg,Donuts & More,$,4.5,33,[],https://www.yelp.com/biz/donuts-and-more-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.088396,33.947283,POINT (-118.088396 33.947283),Santa Fe Springs,1.0,False,11542 Telegraph Rd,,,90670
14,7-eleven-santa-fe-springs,"['convenience', 'coffee']",qh2T68JCnkyOQimebg_kTw,https://s3-media2.fl.yelpcdn.com/bphoto/gneonbcaauSQOwYyEUNCaA/o.jpg,7-Eleven,$,3.5,12,[],https://www.yelp.com/biz/7-eleven-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.0509747,33.942258700000004,POINT (-118.0509747 33.9422587),Santa Fe Springs,1.0,True,13203 Telegraph Rd,,,90670
15,yum-yum-donuts-whittier-2,"['donuts', 'coffee', 'sandwiches']",qBNyJQHJPg3gk_cWma-aNw,https://s3-media4.fl.yelpcdn.com/bphoto/fyyPJZE84yazpbvGsKc4Mg/o.jpg,Yum Yum Donuts,$,2.5,21,[],https://www.yelp.com/biz/yum-yum-donuts-whittier-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.045237893281,33.939761916410305,POINT (-118.045237893281 33.9397619164103),Santa Fe Springs,1.0,True,13471 Telegraph Rd,Ste A,,90605
16,mcdonalds-santa-fe-spring,"['hotdogs', 'burgers', 'coffee']",7a1XQ9yjwpSeVtwQWmG7UQ,https://s3-media2.fl.yelpcdn.com/bphoto/rvSuOjBW9FTHVn13ska8vA/o.jpg,McDonald's,$,2.0,51,[],https://www.yelp.com/biz/mcdonalds-santa-fe-spring?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.048734068871,33.941349,POINT (-118.048734068871 33.941349),Santa Fe Springs,1.0,True,13330 E Telegraph Rd,,,90670
17,zens-tea-house-santa-fe-springs,"['gourmet', 'coffee']",Py_FSUcw2vB1B7S5aJp5ng,https://s3-media4.fl.yelpcdn.com/bphoto/1gzqAOVRWPZweaUdXB02vg/o.jpg,Zen's Tea House,$,4.5,51,[],https://www.yelp.com/biz/zens-tea-house-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.05684609999999,33.9685885,POINT (-118.0568461 33.9685885),Santa Fe Springs,1.0,False,11938 Washington Blvd,,,90606
18,boba-loca-whittier,['coffee'],m-bhRdBFcXbkvxwxT77myg,https://s3-media1.fl.yelpcdn.com/bphoto/WwM-RZeeY4U8WjtJAUZyHQ/o.jpg,Boba Loca,$,2.5,69,[],https://www.yelp.com/biz/boba-loca-whittier?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.06867390000001,33.971162899999996,POINT (-118.0686739 33.9711629),Santa Fe Springs,1.0,True,11402 E Washington Blvd,,,90606
19,winchells-donuts-whittier-2,"['donuts', 'coffee', 'sandwiches']",NYa4b9a_P9df9A5CQ8LUKg,https://s3-media1.fl.yelpcdn.com/bphoto/TNj7K6WPE81oTpywhSTjsA/o.jpg,Winchell's Donuts,$,2.5,16,[],https://www.yelp.com/biz/winchells-donuts-whittier-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.06974792480499,33.9708251953125,POINT (-118.069747924805 33.9708251953125),Santa Fe Springs,1.0,True,11330 Washington Blvd,,,90606
20,starbucks-santa-fe-springs-10,['coffee'],3QzhSF_tjahQ6CpM95YIhg,https://s3-media2.fl.yelpcdn.com/bphoto/OlxwK6sBpfj6jtKhIgCIcw/o.jpg,Starbucks,$,3.5,59,[],https://www.yelp.com/biz/starbucks-santa-fe-springs-10?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.073751,33.972955999999996,POINT (-118.073751 33.972956),Santa Fe Springs,1.0,True,7930 Norwalk Blvd,,,90606
21,carols-cafe-santa-fe-springs,"['sandwiches', 'cafes', 'breakfast_brunch']",HYFydMGlNj4p7-ul4WY8Zw,https://s3-media4.fl.yelpcdn.com/bphoto/i9xLbsWYCGqpERuNLMf-cQ/o.jpg,Carol's Cafe,$,4.5,53,[],https://www.yelp.com/biz/carols-cafe-santa-fe-springs?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.079994763824,33.94595099133839,POINT (-118.079994763824 33.94595099133839),Santa Fe Springs,1.0,False,10016 Pioneer Blvd,Ste 111,,90670
22,kape-republik-cerritos,"['desserts', 'cafes', 'coffee']",eDTipq688TIhMTkDMhdaUA,https://s3-media3.fl.yelpcdn.com/bphoto/X7nAJnt7x9totnN0HP-Jqw/o.jpg,Kape Republik,$,4.5,582,"['delivery', 'pickup']",https://www.yelp.com/biz/kape-republik-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.07141876220699,33.8739356994629,POINT (-118.071418762207 33.8739356994629),Cerritos,1.0,False,17206 Norwalk Blvd,,,90703
23,paris-baguette-cerritos,"['bakeries', 'coffee', 'cakeshop']",TkFJfcwZCwRKIwrG64oETA,https://s3-media1.fl.yelpcdn.com/bphoto/WbgCIXEtL5nXjRyTr3lP5g/o.jpg,Paris Baguette,$$,4.0,252,[],https://www.yelp.com/biz/paris-baguette-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.04627509999999,33.872900099999995,POINT (-118.0462751 33.8729001),Cerritos,2.0,True,17416 Carmenita Rd,,,90703
24,starbucks-cerritos-4,['coffee'],szyKsCgccUkIaVxzpy-3CQ,https://s3-media3.fl.yelpcdn.com/bphoto/AVpDeR5uJOGStGAbGXarqg/o.jpg,Starbucks,$,3.0,186,[],https://www.yelp.com/biz/starbucks-cerritos-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.05967199999999,33.871038,POINT (-118.059672 33.871038),Cerritos,1.0,True,12751 Towne Center Drive,Suite N-3,,90703
25,tapioca-express-cerritos,"['coffee', 'bubbletea', 'juicebars']",RDGlGHnnZYI45BX7KSN7Vg,https://s3-media4.fl.yelpcdn.com/bphoto/Qy8ZPrLbuad-JvWP8XWwiA/o.jpg,Tapioca Express,$,3.5,176,[],https://www.yelp.com/biz/tapioca-express-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.05933934564699,33.8712134118438,POINT (-118.059339345647 33.8712134118438),Cerritos,1.0,True,12751 Towne Center Dr,Ste B2,,90703
26,starbucks-cerritos-11,['coffee'],UoxsjKI555hoFvAJqkZ5zQ,https://s3-media2.fl.yelpcdn.com/bphoto/vZtThmkdbLg9ncOpsK5bEQ/o.jpg,Starbucks,$$,2.5,55,[],https://www.yelp.com/biz/starbucks-cerritos-11?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.10049,33.886948,POINT (-118.10049 33.886948),Cerritos,2.0,True,15925 Studebaker Rd,,,90703
27,zebra-coffee-norwalk,"['coffee', 'donuts']",sRM6wEybjJjOGcLSFIczlQ,https://s3-media1.fl.yelpcdn.com/bphoto/77Jc0gNf3pDJLtO2qU-rdA/o.jpg,Zebra Coffee,$,3.5,10,[],https://www.yelp.com/biz/zebra-coffee-norwalk?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.097938537598,33.8869209289551,POINT (-118.097938537598 33.8869209289551),Cerritos,1.0,False,11046-11110 Alondra Blvd,,,90650
28,7-eleven-norwalk-3,"['convenience', 'servicestations', 'coffee']",wCOBkDFy5YTTN8V6DOxzRw,https://s3-media1.fl.yelpcdn.com/bphoto/apRd08wlnt4ywtm707qYGg/o.jpg,7-Eleven,$,2.5,12,[],https://www.yelp.com/biz/7-eleven-norwalk-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.1005229,33.8870687,POINT (-118.1005229 33.8870687),Cerritos,1.0,True,10962 Alondra Blvd,,,90650
29,starbucks-cerritos-10,['coffee'],ovYL9QytIwZocEPQ-RTcxQ,https://s3-media4.fl.yelpcdn.com/bphoto/giPXoOG565W9QpqAwk15Hg/o.jpg,Starbucks,$$,2.0,8,[],https://www.yelp.com/biz/starbucks-cerritos-10?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.06333000000001,33.847134000000004,POINT (-118.06333 33.847134),Cerritos,2.0,True,20200 Bloomfield Ave,,Target,90703
30,crock-n-kettle-cerritos,"['sandwiches', 'donuts', 'coffee']",lPspySb1KjF5CEhjEWRsJg,https://s3-media1.fl.yelpcdn.com/bphoto/JaEIfhTCqUveN3zJTAdZ6w/o.jpg,Crock N Kettle,$,4.0,127,"['delivery', 'pickup']",https://www.yelp.com/biz/crock-n-kettle-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.107778,33.859777,POINT (-118.107778 33.859777),Cerritos,1.0,False,10723 South St,,,90703
31,the-blend-cerritos,['coffee'],uYRw1nnqkPrj5pe2-wiUAA,,The Blend,$$,3.0,1,[],https://www.yelp.com/biz/the-blend-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.09848000000001,33.861979999999996,POINT (-118.09848 33.86198),Cerritos,2.0,False,18700 Studebaker Rd,,Inside Power Toyota of Cerritos,90703
32,85-c-bakery-cafe-cerritos-2,"['bakeries', 'coffee', 'cakeshop']",7x6b-nTE5YnbXUS0AZ29Uw,https://s3-media3.fl.yelpcdn.com/bphoto/VfliDeFuhsqjkYn0WcJ5fw/o.jpg,85Â°C Bakery Cafe,$,4.0,892,[],https://www.yelp.com/biz/85-c-bakery-cafe-cerritos-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.08926170000001,33.8582234,POINT (-118.0892617 33.8582234),Cerritos,1.0,True,11486 South St,,,90703
33,starbucks-cerritos-5,['coffee'],SK4oo2GFTnxCk1ia4HKkQQ,https://s3-media2.fl.yelpcdn.com/bphoto/RbzIBTh_wantW1JsXg1IXg/o.jpg,Starbucks,$,3.0,124,[],https://www.yelp.com/biz/starbucks-cerritos-5?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.090511,33.858852,POINT (-118.090511 33.858852),Cerritos,1.0,True,11401 East South Street,,,90703
34,bambu-cerritos-2,"['coffee', 'juicebars', 'bubbletea']",T0RnEZUDCSXYnbNcn4OizQ,https://s3-media1.fl.yelpcdn.com/bphoto/qWw0ZeE64XyOEkZInbxIRg/o.jpg,BAMBU,$,4.0,377,[],https://www.yelp.com/biz/bambu-cerritos-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.09026599999999,33.857626,POINT (-118.090266 33.857626),Cerritos,1.0,True,11408 South St,,,90703
35,the-coffee-bean-and-tea-leaf-cerritos-3,['coffee'],L02AUZa0yUik1BcJlEW9wg,https://s3-media2.fl.yelpcdn.com/bphoto/RXfcdBdhv2XEJnaiJKZBSA/o.jpg,The Coffee Bean & Tea Leaf,$,3.0,39,[],https://www.yelp.com/biz/the-coffee-bean-and-tea-leaf-cerritos-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.093937656693,33.862162742479896,POINT (-118.093937656693 33.8621627424799),Cerritos,1.0,True,9020 Los Cerritos Mall,,,90703
36,tbaar-cerritos,"['bubbletea', 'coffee', 'juicebars']",xwx9_Vs70F6ScvTxAn7-9w,https://s3-media2.fl.yelpcdn.com/bphoto/b0qXSbQdWnZUK-aPHWcmAg/o.jpg,TBaar,$,4.5,54,[],https://www.yelp.com/biz/tbaar-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.093399554491,33.861213209931606,POINT (-118.093399554491 33.86121320993161),Cerritos,1.0,False,239 Los Cerritos Ctr,Ste F09D,,90703
37,starbucks-cerritos-7,['coffee'],oslJmRuS0ZjiB2ZO2c7r-A,https://s3-media1.fl.yelpcdn.com/bphoto/k8aePur9KTRQ90ZsYwlvsQ/o.jpg,Starbucks,$$,3.0,25,[],https://www.yelp.com/biz/starbucks-cerritos-7?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.09324,33.861028999999995,POINT (-118.09324 33.86102899999999),Cerritos,2.0,True,429 Los Cerritos Center,,Los Cerritos Cente,90703
38,nordstrom-ebar-artisan-coffee-cerritos,['coffee'],79XEQNKmr6QWqiGDrsa-xw,https://s3-media3.fl.yelpcdn.com/bphoto/4aI1eh_M2FvLN6MjIri8Xg/o.jpg,Nordstrom Ebar Artisan Coffee,$,3.5,49,[],https://www.yelp.com/biz/nordstrom-ebar-artisan-coffee-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.09362085903099,33.8630849819061,POINT (-118.093620859031 33.8630849819061),Cerritos,1.0,True,300 Los Cerritos Ctr,,,90703
39,starbucks-cerritos-6,['coffee'],9kwKcbZ7xt5jnwJn2pcCPA,https://s3-media3.fl.yelpcdn.com/bphoto/lYDlwfuSd-R8kGFxZqfubg/o.jpg,Starbucks,$$,3.5,21,[],https://www.yelp.com/biz/starbucks-cerritos-6?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.08798,33.858470000000004,POINT (-118.08798 33.85847),Cerritos,2.0,True,11525 S St,,Target,90703
40,paris-baguette-cerritos-3,"['coffee', 'bakeries', 'cakeshop']",nPT2YqHcvV8ddFt4aa9OgA,https://s3-media1.fl.yelpcdn.com/bphoto/C02wS7IQ7DRjjs8HHTFNMw/o.jpg,Paris Baguette,$$,3.5,282,[],https://www.yelp.com/biz/paris-baguette-cerritos-3?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.095223,33.862712,POINT (-118.095223 33.862712),Cerritos,2.0,True,426 Los Cerritos Mall,,,90703
41,creamistry-cerritos-2,"['desserts', 'icecream', 'coffee']",NptvUdXQqGlF4dvM5n62FQ,https://s3-media4.fl.yelpcdn.com/bphoto/0bBbRafyulC6g1Cv2BzUSw/o.jpg,Creamistry,$$,3.5,758,"['pickup', 'delivery']",https://www.yelp.com/biz/creamistry-cerritos-2?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.08930985629601,33.8580793713762,POINT (-118.089309856296 33.8580793713762),Cerritos,2.0,False,11442 South St,,,90703
42,sharetea-cerritos-4,"['coffee', 'bubbletea', 'juicebars']",BcekniF1I3xAkONVShohnQ,https://s3-media3.fl.yelpcdn.com/bphoto/m0Ec6fDMNkiPMmxQniELJA/o.jpg,Sharetea,$,4.5,1097,['pickup'],https://www.yelp.com/biz/sharetea-cerritos-4?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.07956000000001,33.85794,POINT (-118.07956 33.85794),Cerritos,1.0,False,11900 South St,Ste 106,,90703
43,gong-cha-cerritos,"['coffee', 'bubbletea', 'juicebars']",vx4Frc5FuS6U5BjDY5kKJQ,https://s3-media2.fl.yelpcdn.com/bphoto/9l_cP7Ky9csl3VrTiyNEng/o.jpg,Gong Cha,$,4.0,129,"['delivery', 'pickup']",https://www.yelp.com/biz/gong-cha-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.08121329999999,33.858599700000006,POINT (-118.0812133 33.85859970000001),Cerritos,1.0,True,11823 South St,,,90703
44,rainbow-donuts-cerritos,"['donuts', 'coffee', 'bagels']",6pUS6P9Ldm5Rce44V6HLEA,https://s3-media2.fl.yelpcdn.com/bphoto/HR5P4Febfethh_P0oJnoWw/o.jpg,Rainbow Donuts,$,4.0,149,[],https://www.yelp.com/biz/rainbow-donuts-cerritos?adjust_creative=zaKvC1dg_yODFNgXgAMiOw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zaKvC1dg_yODFNgXgAMiOw,-118.080999,33.858824,POINT (-118.080999 33.858824),Cerritos,1.0,False,11825 South St,,,90703
